,RaceDesc,SAP,count_enroll,OverallJobAccess_quantileNum_4q,lowwagelaborforce_quantileNum_4q,Access30Transit_quantileNum_4q,Access30Transit_ts_quantileNum_4q,spatialmismatch_quantileNum_4q,Agency,Language,Age_bin
61,6,1,1,3,3,3,3,2,3,0,3
62,0,0,3,3,3,3,3,2,0,0,2
63,0,1,2,3,3,3,3,2,0,0,3
64,0,1,1,3,3,3,3,2,3,0,3
65,3,1,2,3,3,3,3,2,3,2,4
66,1,1,3,3,3,3,3,2,2,0,3
67,1,1,2,3,3,3,3,2,0,0,5
68,1,1,2,3,3,3,3,2,3,0,3
69,3,0,2,3,3,3,3,2,1,0,3
70,6,0,1,3,3,3,3,2,5,0,3
71,1,1,1,3,3,3,3,2,3,0,2
72,1,1,2,3,3,3,3,2,0,0,3
73,0,0,2,3,3,3,3,2,0,0,3
74,1,0,1,3,3,3,3,2,0,0,4
75,0,0,2,3,3,3,3,2,0,0,3
76,0,1,3,3,3,3,3,2,0,0,2
77,4,1,2,3,3,3,3,2,3,0,4
78,0,1,3,3,3,3,3,2,0,0,3
79,3,0,2,3,3,3,3,2,3,0,3
80,6,0,2,3,3,3,3,2,5,0,4
81,4,1,1,3,3,3,3,2,3,0,3
82,1,1,2,3,3,3,3,2,3,0,4
83,2,0,1,3,3,3,3,2,0,5,3
84,3,1,2,3,3,3,3,2,0,0,3
85,1,1,1,3,3,3,3,2,0,0,3
86,1,1,2,3,3,3,3,2,3,0,5
87,1,0,1,3,3,3,3,2,1,0,3
88,1,1,1,3,3,3,3,2,2,0,4
89,0,1,3,3,3,3,3,2,0,0,2
90,1,0,1,3,3,3,3,2,0,0,2
91,1,1,2,3,3,3,3,2,3,0,3
92,0,1,2,3,3,3,3,2,2,0,1
93,1,1,1,3,3,3,3,2,0,0,1
94,1,1,2,3,3,3,3,2,2,0,4
95,8,0,2,3,3,3,3,2,1,0,3
96,0,1,2,3,3,3,3,2,3,0,4
97,1,0,2,3,3,3,3,2,0,0,2
98,7,1,3,3,3,3,3,2,0,0,2
99,7,1,2,3,3,3,3,2,0,0,3
100,0,0,1,3,3,3,3,2,0,0,3
101,5,1,2,3,3,3,3,2,2,5,3
102,3,0,1,3,3,3,3,2,0,0,3
103,0,0,1,3,3,3,3,2,3,0,4
104,1,0,2,3,3,3,3,2,5,0,3
105,0,0,1,3,3,3,3,2,1,0,3
106,4,0,1,3,3,3,3,2,4,0,3
107,0,0,1,3,3,3,3,2,0,0,1
108,1,0,1,3,3,3,3,2,4,0,4
109,0,1,1,3,3,3,3,2,3,0,1
110,1,1,2,3,3,3,3,2,3,5,3
111,0,0,2,3,3,3,3,2,0,0,2
112,0,0,1,3,3,3,3,2,4,5,3
113,0,1,1,3,3,3,3,2,0,0,4
114,6,1,1,3,3,3,3,2,2,0,3
115,0,0,1,3,3,3,3,2,3,0,3
116,1,0,1,3,3,3,3,2,0,5,2
117,7,0,1,3,3,3,3,2,1,0,2
118,0,1,1,3,3,3,3,2,0,0,1
119,4,0,1,3,3,3,3,2,0,0,2
120,0,0,1,3,3,3,3,2,0,0,2
121,1,1,2,3,3,3,3,2,0,0,2
122,0,0,1,3,3,3,3,2,0,0,2
123,1,1,1,3,3,3,3,2,0,0,3
124,8,0,2,3,3,3,3,2,0,0,0
125,0,1,1,3,3,3,3,2,3,0,2
126,6,0,1,3,3,3,3,2,1,0,4
127,0,0,3,3,3,3,3,2,0,0,1
128,1,1,2,3,3,3,3,2,3,0,4
129,5,0,1,3,3,3,3,2,0,0,4
130,0,1,2,3,3,3,3,2,3,0,1
131,1,1,2,3,3,3,3,2,0,0,3
132,0,1,2,3,3,3,3,2,0,0,2
133,3,0,1,3,3,3,3,2,0,0,3
134,1,0,1,3,3,3,3,2,4,0,3
135,1,1,2,3,3,3,3,2,3,0,4
136,0,0,2,3,3,3,3,2,0,0,3
137,1,0,2,3,3,3,3,2,0,0,3
138,1,0,2,3,3,3,3,2,0,0,3
139,1,1,2,3,3,3,3,2,3,0,2
140,1,1,1,3,3,3,3,2,3,0,4
141,4,0,1,3,3,3,3,2,3,0,4
142,1,1,2,3,3,3,3,2,2,0,2
143,1,0,1,3,3,3,3,2,1,0,1
144,1,1,2,3,3,3,3,2,3,0,3
145,0,1,3,3,3,3,3,2,3,0,4
146,0,1,3,3,3,3,3,2,0,5,5
147,0,0,2,3,3,3,3,2,5,0,1
148,1,0,2,3,3,3,3,2,0,0,4
149,6,1,2,3,3,3,3,2,3,0,5
150,0,0,1,3,3,3,3,2,4,0,3
151,0,1,1,3,3,3,3,2,3,0,3
152,1,1,1,3,3,3,3,2,3,0,3
153,3,1,2,3,3,3,3,2,3,0,3
154,0,1,1,3,3,3,3,2,3,0,3
155,0,0,1,3,3,3,3,2,0,0,2
156,1,0,3,3,3,3,3,2,0,0,3
157,0,0,2,3,3,3,3,2,0,0,2
158,8,0,1,3,3,3,3,2,0,0,3
159,0,1,2,3,3,3,3,2,0,0,1
160,5,0,1,3,3,3,3,2,0,0,4
161,0,0,1,3,3,3,3,2,0,0,3
162,1,1,2,3,3,3,3,2,0,0,4
163,3,1,2,3,3,3,3,2,3,0,0
164,0,0,1,3,3,3,3,2,0,0,4
165,0,1,2,3,3,3,3,2,3,0,2
166,1,0,2,3,3,3,3,2,0,0,4
167,1,0,1,3,3,3,3,2,5,0,1
168,0,0,1,3,3,3,3,2,0,0,1
169,0,0,1,3,3,3,3,2,3,0,3
170,0,0,1,3,3,3,3,2,0,0,3
171,5,1,1,3,3,3,3,2,3,0,2
172,1,0,1,3,3,3,3,2,1,0,2
173,0,0,2,3,3,3,3,2,3,0,3
174,1,1,2,3,3,3,3,2,3,0,4
175,1,0,2,3,3,3,3,2,5,0,3
176,4,0,1,3,3,3,3,2,0,0,2
177,0,1,2,3,3,3,3,2,3,0,4
178,4,0,1,3,3,3,3,2,0,0,3
179,1,1,2,3,3,3,3,2,0,0,4
180,0,0,1,3,3,3,3,2,0,0,3
181,5,0,1,3,3,3,3,2,0,3,0
182,1,0,1,3,3,3,3,2,1,0,4
183,0,0,1,3,3,3,3,2,0,0,3
184,1,1,1,3,3,3,3,2,3,0,3
185,0,0,1,3,3,3,3,2,0,0,3
186,6,0,1,3,3,3,3,2,5,0,0
187,0,0,1,3,3,3,3,2,0,0,0
188,0,0,1,3,3,3,3,2,3,0,2
189,4,0,1,3,3,3,3,2,0,0,3
190,0,0,1,3,3,3,3,2,1,0,4
191,1,0,1,3,3,3,3,2,0,0,2
192,3,0,1,3,3,3,3,2,5,0,4
193,6,0,1,3,3,3,3,2,0,0,2
194,5,1,1,3,3,3,3,2,0,0,1
195,0,0,1,3,3,3,3,2,3,0,1
196,1,0,1,3,3,3,3,2,0,0,3
197,1,0,1,3,3,3,3,2,0,0,2
198,3,0,1,3,3,3,3,2,5,0,4
199,0,0,1,3,3,3,3,2,0,0,3
200,3,0,1,3,3,3,3,2,5,2,3
201,0,0,1,3,3,3,3,2,0,0,1
202,1,1,1,3,3,3,3,2,0,0,3
203,1,0,1,3,3,3,3,2,1,0,2
204,1,0,1,3,3,3,3,2,4,0,3
205,3,0,1,3,3,3,3,2,0,0,4
206,0,0,1,3,3,3,3,2,0,0,2
207,1,0,1,3,3,3,3,2,1,0,3
208,1,1,1,3,3,3,3,2,0,0,4
209,3,0,1,3,3,3,3,2,3,0,3
210,0,1,1,3,3,3,3,2,0,0,3
211,0,1,1,3,3,3,3,2,0,0,4
212,2,0,1,3,3,3,3,2,0,0,4
213,1,0,2,3,3,3,3,2,0,0,3
214,1,1,1,3,3,3,3,2,0,0,4
215,1,0,1,3,3,3,3,2,1,0,3
216,1,0,1,3,3,3,3,2,1,0,4
217,0,1,1,3,3,3,3,2,3,0,3
218,2,0,1,3,3,3,3,2,0,0,0
219,1,0,1,3,3,3,3,2,3,0,3
220,6,0,1,3,3,3,3,2,0,0,3
221,5,0,1,3,3,3,3,2,0,0,3
222,4,1,1,3,3,3,3,2,3,0,2
223,0,0,1,3,3,3,3,2,0,0,2
224,6,0,1,3,3,3,3,2,1,0,2
225,1,0,1,3,3,3,3,2,0,0,2
226,0,0,1,3,3,3,3,2,0,0,2
227,0,0,1,3,3,3,3,2,0,0,3
228,1,0,1,3,3,3,3,2,0,0,3
229,0,0,1,3,3,3,3,2,0,0,2
230,5,0,1,3,3,3,3,2,0,0,2
231,1,1,1,3,3,3,3,2,2,0,2
232,3,1,1,3,3,3,3,2,3,2,4
233,3,0,1,3,3,3,3,2,4,0,3
234,1,0,1,3,3,3,3,2,3,0,3
235,1,1,1,3,3,3,3,2,0,0,3
236,0,1,1,3,3,3,3,2,3,0,2
237,1,0,1,3,3,3,3,2,1,0,4
238,0,0,1,3,3,3,3,2,1,0,2
239,0,0,2,3,3,3,3,2,5,0,3
240,6,0,2,3,3,3,3,2,5,0,4
241,0,1,2,3,3,3,3,2,3,0,4
242,1,1,2,3,3,3,3,2,0,0,2
243,0,1,2,3,3,3,3,2,0,0,2
244,0,1,2,3,3,3,3,2,0,0,3
245,1,1,2,3,3,3,3,2,0,0,4
246,0,1,2,3,3,3,3,2,0,0,1
247,1,0,2,3,3,3,3,2,3,0,1
248,6,1,2,3,3,3,3,2,0,0,4
249,1,1,2,3,3,3,3,2,3,0,1
250,3,0,2,3,3,3,3,2,5,2,3
251,0,1,2,3,3,3,3,2,0,0,3
252,1,0,2,3,3,3,3,2,5,0,1
253,1,0,2,3,3,3,3,2,0,0,5
254,4,1,2,3,3,3,3,2,3,5,4
255,1,1,2,3,3,3,3,2,3,0,5
256,1,1,2,3,3,3,3,2,0,0,5
257,1,1,2,3,3,3,3,2,3,0,5
258,5,0,2,3,3,3,3,2,1,0,4
259,0,1,2,3,3,3,3,2,2,0,1
260,6,1,2,3,3,3,3,2,0,0,3
261,4,1,2,3,3,3,3,2,0,0,5
262,1,0,2,3,3,3,3,2,0,0,1
263,4,0,2,3,3,3,3,2,5,5,1
264,0,1,2,3,3,3,3,2,0,0,3
265,1,1,2,3,3,3,3,2,3,0,4
266,0,1,2,3,3,3,3,2,0,0,4
267,1,1,2,3,3,3,3,2,3,0,4
268,3,1,2,3,3,3,3,2,3,0,2
269,1,1,2,3,3,3,3,2,0,0,3
270,1,1,2,3,3,3,3,2,3,0,4
271,1,1,2,3,3,3,3,2,3,0,1
272,0,0,1,3,3,3,3,2,0,0,1
273,0,1,1,3,3,3,3,2,0,0,4
274,0,1,1,3,3,3,3,2,0,0,4
275,1,0,1,3,3,3,3,2,2,0,1
276,5,1,1,3,3,3,3,2,0,0,5
277,1,1,1,3,3,3,3,2,0,0,1
278,0,1,1,3,3,3,3,2,3,0,2
279,1,0,1,3,3,3,3,2,3,0,4
280,1,1,1,3,3,3,3,2,3,0,2
281,1,0,1,3,3,3,3,2,3,0,3
282,0,0,1,3,3,3,3,2,0,0,2
283,1,1,1,3,3,3,3,2,0,0,4
284,1,0,1,3,3,3,3,2,1,0,2
285,0,1,2,3,3,3,3,2,2,0,2
286,1,1,1,3,3,3,3,2,0,0,2
287,0,0,1,3,3,3,3,2,0,0,3
288,0,1,1,3,3,3,3,2,0,0,4
289,0,1,1,3,3,3,3,2,3,0,4
290,0,1,1,3,3,3,3,2,0,0,4
291,0,0,1,3,3,3,3,2,1,0,4
292,0,1,1,3,3,3,3,2,2,0,2
293,0,0,1,3,3,3,3,2,0,0,4
294,0,0,1,3,3,3,3,2,0,0,1
295,0,1,1,3,3,3,3,2,3,0,5
296,1,0,1,3,3,3,3,2,5,0,1
297,0,1,1,3,3,3,3,2,3,0,2
298,3,1,1,3,3,3,3,2,0,2,4
299,0,1,1,3,3,3,3,2,2,0,3
300,0,1,2,3,3,3,3,2,4,0,2
301,0,1,2,3,3,3,3,2,2,0,5
302,4,1,2,3,3,3,3,2,0,0,2
303,4,1,2,3,3,3,3,2,3,0,4
304,4,1,2,3,3,3,3,2,3,0,3
305,0,1,2,3,3,3,3,2,0,0,4
306,1,1,2,3,3,3,3,2,3,5,2
307,0,0,2,3,3,3,3,2,0,0,2
308,0,0,2,3,3,3,3,2,0,0,2
309,1,1,2,3,3,3,3,2,0,0,4
310,3,0,2,3,3,3,3,2,0,0,2
311,4,1,2,3,3,3,3,2,3,0,4
312,3,0,1,3,3,3,3,2,5,0,4
313,4,0,1,3,3,3,3,2,5,5,3
314,1,0,1,3,3,3,3,2,1,0,1
315,0,0,1,3,3,3,3,2,3,0,1
316,0,0,1,3,3,3,3,2,0,0,1
317,0,0,1,3,3,3,3,2,0,0,4
318,0,1,1,3,3,3,3,2,2,0,1
319,1,0,1,3,3,3,3,2,5,0,1
320,0,0,1,3,3,3,3,2,1,0,1
321,1,1,1,3,3,3,3,2,2,0,2
322,1,1,1,3,3,3,3,2,3,0,4
323,0,0,2,3,3,3,3,2,5,0,1
324,1,0,2,3,3,3,3,2,3,0,0
325,6,1,2,3,3,3,3,2,3,0,3
326,1,0,2,3,3,3,3,2,0,0,0
327,1,0,1,3,3,3,3,2,0,0,3
328,0,1,1,3,3,3,3,2,3,0,1
329,0,0,1,3,3,3,3,2,4,0,4
330,1,1,2,3,3,3,3,2,3,0,4
331,0,0,1,3,3,3,3,2,0,0,3
332,1,0,1,3,3,3,3,2,4,0,1
333,2,0,1,3,3,3,3,2,4,0,0
334,0,0,1,3,3,3,3,2,3,0,2
335,0,0,1,3,3,3,3,2,1,0,3
336,0,0,1,3,3,3,3,2,0,0,2
337,3,0,1,3,3,3,3,2,5,2,4
338,1,1,1,3,3,3,3,2,3,0,2
339,6,0,1,3,3,3,3,2,1,0,3
340,0,1,2,3,3,3,3,2,3,0,1
341,0,0,2,3,3,3,3,2,3,0,1
342,0,0,1,3,3,3,3,2,4,0,1
343,0,0,1,3,3,3,3,2,4,0,4
344,1,1,1,3,3,3,3,2,2,0,1
345,0,1,1,3,3,3,3,2,0,0,4
346,1,0,1,3,3,3,3,2,0,0,3
347,1,0,1,3,3,3,3,2,5,0,0
348,5,1,2,3,3,3,3,2,0,0,4
349,0,0,1,3,3,3,3,2,4,0,1
350,5,0,2,3,3,3,3,2,0,0,3
351,0,0,1,3,3,3,3,2,1,0,2
352,3,0,1,3,3,3,3,2,0,0,1
353,0,0,1,3,3,3,3,2,5,0,4
354,4,1,1,3,3,3,3,2,2,0,4
355,4,0,1,3,3,3,3,2,0,0,2
356,0,1,1,3,3,3,3,2,3,0,3
357,0,0,1,3,3,3,3,2,0,0,1
358,1,0,1,3,3,3,3,2,0,5,2
359,3,0,1,3,3,3,3,2,0,2,4
360,1,0,1,3,3,3,3,2,1,0,2
361,5,1,1,3,3,3,3,2,0,0,1
362,0,0,1,3,3,3,3,2,1,0,2
363,3,0,2,3,3,3,3,2,5,0,0
364,7,1,1,3,3,3,3,2,2,0,1
365,6,1,1,3,3,3,3,2,2,0,3
366,1,1,1,3,3,3,3,2,0,5,5
367,0,0,1,3,3,3,3,2,1,0,3
368,0,0,1,3,3,3,3,2,0,0,4
369,0,0,1,3,3,3,3,2,0,0,2
370,1,0,1,3,3,3,3,2,0,0,3
371,0,0,1,3,3,3,3,2,0,0,1
372,1,0,1,3,3,3,3,2,0,0,1
373,4,0,1,3,3,3,3,2,4,0,2
374,1,1,1,3,3,3,3,2,3,0,5
375,1,1,1,3,3,3,3,2,0,0,4
376,6,0,1,3,3,3,3,2,5,0,3
377,0,1,1,3,3,3,3,2,3,0,3
378,2,1,2,3,3,3,3,2,0,0,3
379,0,0,1,3,3,3,3,2,0,0,4
380,0,0,1,3,3,3,3,2,0,0,3
381,0,0,1,3,3,3,3,2,3,0,2
382,4,1,2,3,3,3,3,2,0,0,4
383,1,0,1,3,3,3,3,2,0,0,4
384,1,0,1,3,3,3,3,2,1,0,2
385,3,0,1,3,3,3,3,2,0,0,4
386,0,1,2,3,3,3,3,2,3,0,3
387,4,0,1,3,3,3,3,2,5,0,2
388,0,0,1,3,3,3,3,2,5,0,3
389,0,0,1,3,3,3,3,2,0,0,2
390,1,1,1,3,3,3,3,2,3,0,3
391,1,1,1,3,3,3,3,2,2,0,3
392,3,0,1,3,3,3,3,2,5,2,4
393,0,1,1,3,3,3,3,2,0,0,1
394,6,0,2,3,3,3,3,2,0,0,4
395,4,1,2,3,3,3,3,2,0,0,2
396,1,0,1,3,3,3,3,2,0,0,3
397,1,1,1,3,3,3,3,2,0,0,2
398,3,0,1,3,3,3,3,2,1,0,2
399,0,1,1,3,3,3,3,2,3,0,4
400,0,0,1,3,3,3,3,2,3,0,3
401,0,0,1,3,3,3,3,2,1,0,2
402,4,1,2,3,3,3,3,2,0,0,3
403,1,1,1,3,3,3,3,2,2,0,1
404,0,1,1,3,3,3,3,2,2,0,2
405,1,0,1,3,3,3,3,2,5,0,2
406,3,1,2,3,3,3,3,2,0,2,4
407,1,1,1,3,3,3,3,2,3,0,1
408,1,1,2,3,3,3,3,2,0,0,3
409,0,1,2,3,3,3,3,2,0,0,4
410,3,0,1,3,3,3,3,2,0,0,3
411,1,1,1,3,3,3,3,2,0,0,2
412,1,1,1,3,3,3,3,2,2,0,2
413,3,0,1,3,3,3,3,2,0,2,4
414,1,1,1,3,3,3,3,2,3,0,3
415,3,0,1,3,3,3,3,2,0,0,3
416,6,0,1,3,3,3,3,2,0,0,2
417,3,0,1,3,3,3,3,2,0,2,3
418,2,1,1,3,3,3,3,2,0,0,4
419,1,0,1,3,3,3,3,2,1,0,3
420,0,0,1,3,3,3,3,2,0,0,4
421,1,0,1,3,3,3,3,2,1,0,4
422,0,0,1,3,3,3,3,2,0,0,3
423,0,0,1,3,3,3,3,2,0,0,4
424,1,0,1,3,3,3,3,2,0,0,2
425,0,1,1,3,3,3,3,2,3,0,2
426,0,0,1,3,3,3,3,2,0,0,3
427,1,1,1,3,3,3,3,2,3,0,2
428,0,0,1,3,3,3,3,2,4,0,4
429,0,0,1,3,3,3,3,2,0,0,4
430,0,0,1,3,3,3,3,2,4,0,2
431,0,1,1,3,3,3,3,2,0,0,2
432,0,1,1,3,3,3,3,2,2,0,3
433,0,0,1,3,3,3,3,2,0,2,3
434,0,0,1,3,3,3,3,2,4,0,3
435,1,1,1,3,3,3,3,2,3,0,3
436,1,0,1,3,3,3,3,2,1,0,1
437,5,0,1,3,3,3,3,2,1,5,1
438,6,1,1,3,3,3,3,2,2,0,3
439,0,0,1,3,3,3,3,2,4,0,3
440,0,1,2,3,3,3,3,2,2,0,2
441,4,1,1,3,3,3,3,2,3,5,4
442,0,0,1,3,3,3,3,2,4,0,3
443,0,0,1,3,3,3,3,2,1,0,4
444,0,0,1,3,3,3,3,2,1,0,2
445,0,0,1,3,3,3,3,2,5,0,3
446,1,0,1,3,3,3,3,2,0,0,2
447,3,0,1,3,3,3,3,2,4,0,2
448,1,0,1,3,3,3,3,2,5,0,3
449,0,1,1,3,3,3,3,2,3,0,1
450,1,0,1,3,3,3,3,2,3,0,4
451,3,0,1,3,3,3,3,2,0,0,4
452,6,0,1,3,3,3,3,2,4,0,3
453,1,1,1,3,3,3,3,2,2,0,4
454,8,0,1,3,3,3,3,2,1,0,3
455,0,0,1,3,3,3,3,2,5,0,2
456,0,0,1,3,3,3,3,2,1,0,2
457,0,0,1,3,3,3,3,2,3,0,2
458,0,0,1,3,3,3,3,2,5,0,2
459,0,0,1,3,3,3,3,2,4,0,3
460,3,0,1,3,3,3,3,2,0,0,2
461,1,0,1,3,3,3,3,2,0,0,1
462,4,0,1,3,3,3,3,2,0,0,2
463,0,1,1,3,3,3,3,2,2,0,1
464,1,0,1,3,3,3,3,2,3,0,3
465,1,0,1,3,3,3,3,2,3,0,2
466,6,1,1,3,3,3,3,2,2,0,3
467,0,0,1,3,3,3,3,2,0,0,1
468,0,0,1,3,3,3,3,2,1,0,2
469,5,1,1,3,3,3,3,2,2,5,4
470,0,0,1,3,3,3,3,2,1,0,2
471,1,0,1,3,3,3,3,2,0,0,2
472,0,0,1,3,3,3,3,2,1,0,3
473,6,1,1,3,3,3,3,2,0,0,3
474,6,0,1,3,3,3,3,2,4,0,3
475,1,1,1,3,3,3,3,2,2,0,2
476,1,0,1,3,3,3,3,2,0,0,0
477,1,0,1,3,3,3,3,2,0,0,3
478,0,0,1,3,3,3,3,2,1,0,1
479,6,0,1,3,3,3,3,2,0,0,2
480,0,0,1,3,3,3,3,2,1,0,1
481,6,0,1,3,3,3,3,2,1,0,2
482,1,0,1,3,3,3,3,2,0,0,4
483,0,1,1,3,3,3,3,2,0,0,4
484,0,0,1,3,3,3,3,2,0,0,2
485,0,1,1,3,3,3,3,2,0,0,5
486,0,1,1,3,3,3,3,2,0,0,1
487,3,1,1,3,3,3,3,2,3,0,1
488,1,0,1,3,3,3,3,2,5,0,0
489,6,0,1,3,3,3,3,2,4,0,2
490,0,0,1,3,3,3,3,2,4,0,1
491,3,0,1,3,3,3,3,2,4,0,1
492,0,1,1,3,3,3,3,2,0,0,5
493,8,0,1,3,3,3,3,2,0,0,4
494,0,0,1,3,3,3,3,2,5,0,2
495,0,0,1,3,3,3,3,2,0,0,3
496,1,0,1,3,3,3,3,2,0,0,2
497,1,0,1,3,3,3,3,2,0,0,2
498,6,1,1,3,3,3,3,2,0,0,4
499,3,0,1,3,3,3,3,2,0,0,4
500,8,0,1,3,3,3,3,2,0,0,1
501,6,0,1,3,3,3,3,2,3,0,2
502,0,0,1,3,3,3,3,2,5,0,2
503,1,0,1,3,3,3,3,2,0,0,2
504,0,0,1,3,3,3,3,2,1,0,2
505,3,0,1,3,3,3,3,2,0,0,1
506,1,0,1,3,3,3,3,2,0,0,3
507,0,0,1,3,3,3,3,2,0,0,4
508,0,0,1,3,3,3,3,2,5,0,2
509,0,0,1,3,3,3,3,2,4,0,4
510,0,0,1,3,3,3,3,2,0,0,2
511,3,0,1,3,3,3,3,2,5,0,2
512,1,0,1,3,3,3,3,2,1,0,3
513,0,0,1,3,3,3,3,2,5,0,1
514,5,0,1,3,3,3,3,2,1,0,2
515,8,0,1,3,3,3,3,2,3,0,1
516,5,1,1,3,3,3,3,2,0,0,0
517,5,1,1,3,3,3,3,2,0,0,2
518,0,0,1,3,3,3,3,2,0,0,4
519,0,1,1,3,3,3,3,2,0,0,2
520,4,0,1,3,3,3,3,2,3,0,2
521,0,0,1,3,3,3,3,2,1,0,3
522,0,0,1,3,3,3,3,2,0,0,3
523,1,1,1,3,3,3,3,2,2,0,3
524,1,0,1,3,3,3,3,2,4,0,1
525,0,0,1,3,3,3,3,2,3,0,2
526,1,0,1,3,3,3,3,2,5,0,3
527,1,1,1,3,3,3,3,2,0,0,4
528,1,0,1,3,3,3,3,2,0,0,3
529,0,0,1,3,3,3,3,2,4,0,4
530,0,0,1,3,3,3,3,2,5,0,1
531,1,0,1,3,3,3,3,2,1,0,3
532,1,0,1,3,3,3,3,2,4,0,2
533,3,1,1,3,3,3,3,2,0,2,4
534,0,0,1,3,3,3,3,2,5,0,0
535,0,0,1,3,3,3,3,2,0,0,1
536,0,0,1,3,3,3,3,2,5,0,2
537,1,0,1,3,3,3,3,2,1,0,2
538,1,0,1,3,3,3,3,2,1,0,1
539,0,0,1,3,3,3,3,2,0,0,2
540,3,0,1,3,3,3,3,2,5,0,2
541,5,0,1,3,3,3,3,2,5,0,2
542,0,0,1,3,3,3,3,2,1,0,2
543,0,0,1,3,3,3,3,2,0,0,1
544,1,1,1,3,3,3,3,2,3,0,4
545,0,0,1,3,3,3,3,2,0,0,2
546,0,0,1,3,3,3,3,2,5,0,2
547,5,0,1,3,3,3,3,2,1,0,2
548,1,0,1,3,3,3,3,2,0,0,3
549,5,0,1,3,3,3,3,2,0,0,4
550,0,0,1,3,3,3,3,2,3,0,3
551,3,1,1,3,3,3,3,2,0,2,4
552,4,1,1,3,3,3,3,2,0,0,2
553,1,0,1,3,3,3,3,2,5,0,1
554,3,0,1,3,3,3,3,2,0,0,2
555,1,0,1,3,3,3,3,2,3,0,1
556,0,1,1,3,3,3,3,2,3,0,4
557,1,1,1,3,3,3,3,2,3,0,5
558,0,0,1,3,3,3,3,2,5,0,1
559,4,0,1,3,3,3,3,2,0,0,2
560,0,1,1,3,3,3,3,2,0,0,5
561,6,0,1,3,3,3,3,2,1,0,2
562,0,0,1,3,3,3,3,2,0,0,2
563,4,0,1,3,3,3,3,2,5,0,3
564,3,0,1,3,3,3,3,2,3,0,1
565,0,0,1,3,3,3,3,2,3,0,1
566,0,0,1,3,3,3,3,2,5,0,3
567,0,0,1,3,3,3,3,2,0,0,1
568,0,0,1,3,3,3,3,2,0,0,3
569,0,0,1,3,3,3,3,2,0,0,1
570,0,0,1,3,3,3,3,2,1,0,1
571,0,0,1,3,3,3,3,2,0,0,1
572,0,0,1,3,3,3,3,2,5,0,2
